distance P2222O2O2NTf2_custom P2222O2O2TCB_custom P2228NTf2_custom P2228TCB_custom P2O231NTf2_custom_CLPOL P2O231NTf2_custom P2O231NTf2_LINEAR_custom_CLPOL P2O231NTf2_LINEAR_custom P2O231TCB_custom_CLPOL P2O231TCB_custom P2O231TCB_LINEAR_custom_CLPOL P2O231TCB_LINEAR_custom P5551NTf2_custom_CLPOL P5551NTf2_custom P5551TCB_custom_CLPOL P5551TCB_custom P2O231TCB_customADCH_CLPOL P2O231TCB_customADCH_CLPOL_CCAAscaled P5551TCB_customADCH_CLPOL P5551TCB_customADCH_CLPOL_CCAAscaled
1.291666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.395 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.498333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.601666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.705 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.808333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.911666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.015 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.118333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.221666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.325 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.428333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.531666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.635 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.738333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.841666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.945 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.048333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.151666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.255 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.358333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.461666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.565 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.668333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.771666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.671990463e-06 0.0 4.374378737e-06 0.0 0.0 0.0 0.0 0.0
3.875 0.0 6.128018506e-06 0.0 9.204847322e-07 4.080821385e-06 0.0 1.831878399e-06 0.0 2.606533799e-06 4.12722394e-06 9.356618237e-06 6.135612248e-07 3.31681428e-06 0.0 2.618330694e-06 1.374392255e-06 1.63527775e-05 5.978052562e-07 6.367931702e-06 0.0
3.978333333 0.0 7.913128838e-05 0.0 1.060697756e-05 2.384502862e-05 0.0 2.78491545e-05 0.0 9.045091778e-05 2.420526677e-05 0.0001655111418 2.194833421e-05 9.907154171e-06 0.0 7.272265233e-05 9.266301866e-06 0.0001003229873 2.5411778e-05 6.96418542e-05 8.257095075e-06
4.081666667 0.0 0.0003526450921 0.0 0.0001242657119 3.062209188e-05 0.0 9.225842371e-05 2.616375404e-06 0.001756878764 0.0001817539095 0.001602108194 0.0001130433956 1.726565602e-05 0.0 0.001219750901 2.212495563e-05 0.0006505141827 0.0001454680252 0.0004496226214 7.839392478e-05
4.185 0.0 0.00135677565 0.0 0.0007128616521 9.354794308e-05 2.566061838e-06 0.000236418295 3.917441544e-06 0.01686482153 0.0005051247995 0.01337512804 0.0005000046012 6.609821821e-05 0.0 0.01273667438 9.846211385e-05 0.003881651677 0.0007471992529 0.002055392652 0.0003230014387
4.288333333 0.0 0.004474321457 0.0 0.002499912672 0.0003579376875 1.133289933e-05 0.000493905368 3.386072657e-06 0.09100259131 0.001726827813 0.07076738326 0.001965527482 0.0001951116346 0.0 0.06712351138 0.0004856960662 0.01640647166 0.00270418148 0.009062070996 0.0009645353875
4.391666667 4.664399615e-06 0.01215393501 3.217999328e-06 0.007308071258 0.0007204025182 1.648361771e-05 0.001068306129 7.594683512e-06 0.2950202858 0.004754303438 0.2241432137 0.006005121816 0.0004520175141 1.347786413e-06 0.2199924495 0.001753982149 0.05493194287 0.006434740661 0.03049110152 0.002362395977
4.495 2.761004868e-05 0.02659187164 3.968127555e-06 0.01675471864 0.001400179742 1.199326363e-05 0.002045254028 1.587918022e-05 0.6489405941 0.01053035993 0.4906830338 0.01391004051 0.0008116803886 5.859289253e-06 0.4864370525 0.003818297101 0.1346179889 0.01269594525 0.07425391392 0.004976059185
4.598333333 3.874137727e-05 0.04842442976 3.823724809e-05 0.03126722892 0.002629807503 3.503311331e-05 0.00335552338 1.052466517e-05 1.069399763 0.01963446592 0.8120247993 0.02570657743 0.001665883459 1.027682476e-05 0.7949434805 0.007068323253 0.2518421912 0.02115487419 0.1401580597 0.008524827054
4.701666667 0.0001135377994 0.07665713914 7.40758616e-05 0.05009669073 0.0046476869 6.814311929e-05 0.005357052259 4.78938741e-05 1.45327369 0.03202025651 1.11778726 0.04003075708 0.003180753439 1.362141277e-05 1.069938611 0.01201996372 0.3843636179 0.03143552376 0.2136493957 0.01293954698
4.805 0.0001990148462 0.1066687457 0.0001428057254 0.0723615052 0.008194889037 0.0001674840372 0.00880186339 8.910714686e-05 1.755855315 0.04573224799 1.374791896 0.05640104484 0.005353892322 4.048003331e-05 1.280424849 0.01770228513 0.5078071594 0.04290313875 0.2790241591 0.01859975026
4.908333333 0.000422894876 0.1373547182 0.0002638683299 0.09310756011 0.01320998031 0.0002304911733 0.01372402687 0.0001588840488 1.997838119 0.06209523722 1.598060075 0.07241709789 0.00817288831 9.083536855e-05 1.433308609 0.02354151315 0.6032770474 0.05618316176 0.3324045983 0.02385874226
5.011666667 0.0008243357428 0.1680301141 0.000491732722 0.1141118262 0.02070145932 0.0004446509287 0.01999375903 0.0002620857087 2.198435856 0.07682870296 1.77487214 0.08793409987 0.01248403743 0.0001845905484 1.546188911 0.02991990153 0.66799403 0.06962935709 0.3685140254 0.03056995967
5.115 0.001430819671 0.1972241678 0.0009250821321 0.1348367983 0.03144087236 0.0007765900272 0.02971569485 0.0005766168785 2.324940361 0.09285901009 1.889954694 0.1022650638 0.01861080734 0.0003194779085 1.613861348 0.03663855612 0.704702009 0.08404375443 0.3903726426 0.03728159776
5.218333333 0.002585063319 0.2259003939 0.001702579186 0.1543309549 0.04688509161 0.001622889363 0.04334367749 0.001130154431 2.336648049 0.1098138752 1.909411346 0.1166575089 0.02721629536 0.0005322924882 1.611856129 0.0426396525 0.7224323381 0.09904423337 0.4032287105 0.04379871495
5.321666667 0.004322178059 0.2520879739 0.002999594494 0.1741391216 0.06487916975 0.002661438215 0.06093074839 0.001983960784 2.216534061 0.1266421637 1.838709072 0.1310185214 0.03884147761 0.0009011526433 1.545070936 0.05042662483 0.7205285214 0.1153667701 0.4063065227 0.05110619073
5.425 0.00723208085 0.2778971784 0.00495105514 0.1939996943 0.08707041216 0.004418994215 0.0820362583 0.003278197775 2.005010311 0.1421689793 1.696826541 0.1452954432 0.05278241832 0.001645947813 1.422504321 0.05763393672 0.7117574472 0.1307939977 0.4036499361 0.05921032008
5.528333333 0.01129410847 0.3011198314 0.007690603516 0.2118809529 0.112077803 0.007104625773 0.1060171402 0.005132858027 1.746492092 0.1589735402 1.518361498 0.1588416589 0.06835365443 0.002590556943 1.264224676 0.065194702 0.6938770905 0.1456265419 0.399946437 0.06686839484
5.631666667 0.01656227577 0.3268678152 0.01145821878 0.230195057 0.1396973979 0.01097395207 0.13202578 0.007582461185 1.49667144 0.1749266813 1.334520091 0.1714752697 0.085868623 0.004097589219 1.103688672 0.07311599776 0.6758754829 0.1627123474 0.3938562169 0.07530050832
5.735 0.02387442181 0.3496328566 0.01682745623 0.2499949129 0.1688270965 0.01578604754 0.1603599662 0.01092488151 1.270674784 0.1929854458 1.168108104 0.1857551986 0.1042313315 0.006222008117 0.9484603645 0.08321808908 0.6551700617 0.1777612693 0.386306886 0.08375186385
5.838333333 0.03272150591 0.3715349618 0.02302817457 0.2685675231 0.1974207527 0.02136852875 0.1890797499 0.01521956535 1.071989075 0.2113275146 1.018042 0.2003370746 0.1231041012 0.008842100873 0.8104448955 0.09221506662 0.6375306883 0.1923080356 0.3816460351 0.09291830787
5.941666667 0.04308238535 0.3969680143 0.03077624123 0.2870432414 0.2266921343 0.02851351425 0.2200788788 0.02036136015 0.8903951958 0.2277567488 0.8773652803 0.2159118177 0.1440135452 0.01201556357 0.6838389929 0.1020059062 0.6205787134 0.2077321856 0.3778198644 0.1029987519
6.045 0.05578534726 0.4196661557 0.03974489157 0.3069399413 0.2543712146 0.03753862402 0.2504434311 0.02645912106 0.7236099057 0.2460967049 0.7378684917 0.2325316834 0.164083439 0.01655858684 0.5695700234 0.1129305035 0.6068404264 0.2220537633 0.374037783 0.1101300716
6.148333333 0.07110726933 0.4404556973 0.05123211882 0.3246036199 0.2865560765 0.04745095247 0.2829586583 0.03473433272 0.5793071588 0.2644590511 0.6010887471 0.247784023 0.1871653171 0.02245420058 0.4650425985 0.1240445072 0.592020621 0.2352064926 0.3685550849 0.1203227697
6.251666667 0.08829740758 0.4580829439 0.06403650371 0.3426246251 0.3185078648 0.05979671213 0.3176583032 0.04416635021 0.4541933714 0.2815182529 0.4811926435 0.2621989503 0.2117165406 0.02861919623 0.3749865752 0.136095294 0.5713852832 0.2481508745 0.3634578058 0.1302186059
6.355 0.1095606991 0.4706412587 0.08079172332 0.3588498331 0.3548241188 0.07444178437 0.3575560255 0.05636124896 0.3577961938 0.2979562823 0.3846466631 0.2753869433 0.2405347711 0.0368179634 0.303317554 0.1485726089 0.5510357859 0.2601329162 0.3574629519 0.140345783
6.458333333 0.1358240602 0.4825053004 0.1015274985 0.3729441478 0.3977036457 0.09293466449 0.4025343675 0.07011716718 0.2877226411 0.3113169838 0.3136439576 0.2895114773 0.2726036635 0.04677913355 0.2506453133 0.1607386208 0.530765258 0.2755078014 0.3522399534 0.1508534143
6.561666667 0.1672792735 0.4948246358 0.1268177584 0.3863306995 0.4458794556 0.1143693447 0.4504385444 0.08834092606 0.2396455021 0.324271126 0.2624727987 0.3028731647 0.3083642904 0.06074909017 0.2113049094 0.1711542234 0.5122681369 0.2909267738 0.3470076288 0.1630571874
6.665 0.2057663591 0.50748833 0.156923246 0.4012435863 0.4973714356 0.1414197268 0.5040336695 0.1115918688 0.2057779676 0.3391556584 0.2288729851 0.3149535299 0.3490555745 0.07722872994 0.185104202 0.1825818773 0.4968923274 0.3078483044 0.3446858516 0.1778348649
6.768333333 0.2514726469 0.5225282006 0.1935809492 0.4168911587 0.5528410792 0.172952874 0.5609373527 0.139478878 0.1825199001 0.3547289339 0.2074245197 0.3300406951 0.3956492857 0.09815857613 0.1681381818 0.1975128735 0.4860436985 0.3297097573 0.3437460351 0.1953948507
6.871666667 0.3062550916 0.5392794421 0.2375026853 0.4370713816 0.6114983069 0.2093864359 0.6165726719 0.1719561107 0.1685420755 0.3711923179 0.1953920981 0.3472983741 0.4412747911 0.1229295399 0.1572157196 0.214010156 0.4787330133 0.3526069735 0.3458133159 0.2150533165
6.975 0.3662937109 0.5579372628 0.2890659213 0.4590456837 0.6689919211 0.253055251 0.6745990786 0.2112623426 0.161278878 0.3927762041 0.1906275451 0.3668027382 0.4890454155 0.1521546562 0.1532763059 0.2319124343 0.4757725071 0.3782578003 0.3523133762 0.2362523232
7.078333333 0.4322787307 0.580759557 0.3453631438 0.4830557676 0.7254227298 0.3018354032 0.7313358493 0.2555929671 0.1585167258 0.4168714293 0.192610783 0.3889709614 0.5380674403 0.1855791495 0.1533552083 0.2531439115 0.4761440996 0.4095648681 0.3617602071 0.2607919057
7.181666667 0.5030913969 0.6057645847 0.408231508 0.5118381945 0.7806797634 0.3555758298 0.7841523891 0.3041720843 0.159501739 0.4433494993 0.1995474123 0.4141647465 0.5870402938 0.2249392501 0.158348348 0.2784521762 0.4812127654 0.4440573158 0.374370109 0.2896168201
7.285 0.5801051405 0.6365043688 0.4773960675 0.5458469588 0.8307801613 0.4119371418 0.8349083319 0.358705173 0.1643206157 0.4754026423 0.2124756741 0.4450737401 0.6322742708 0.2692623287 0.1667774453 0.3060306355 0.4926964777 0.4815444228 0.3904161815 0.321295409
7.388333333 0.6621923341 0.6694740491 0.5493487543 0.5821611532 0.8754985627 0.4719921746 0.882795118 0.4179170842 0.1738414127 0.5103914132 0.2277610683 0.4790628336 0.6760363966 0.3187212592 0.1793201645 0.3386273953 0.5047470086 0.5228988613 0.412680397 0.3578411517
7.491666667 0.7432375826 0.7071076093 0.6266845081 0.626090956 0.9204145571 0.5379730652 0.9233078941 0.4824671645 0.1854578913 0.547877246 0.2486804509 0.5174802077 0.7164028426 0.3685618911 0.193287015 0.3754245414 0.5232972092 0.5677343835 0.4392443975 0.3980483064
7.595 0.827567572 0.7460385854 0.7062144052 0.6727760462 0.9581241818 0.6039453134 0.9582065664 0.5495481223 0.1995832954 0.5926311424 0.2730813362 0.5624048919 0.7553968965 0.424616496 0.2111682721 0.418292509 0.5447130615 0.6169925037 0.4697707552 0.44218196
7.698333333 0.9134948974 0.7877437088 0.7907149382 0.722406065 0.9919952517 0.6717454553 0.9909887465 0.6206852528 0.2175319425 0.6418954318 0.302441694 0.6130493356 0.7938686103 0.4851830127 0.2325802471 0.4659955758 0.5722252575 0.6694109213 0.5033567221 0.4943836018
7.801666667 0.997953255 0.8335331263 0.8731355935 0.7760407627 1.024597266 0.7427927252 1.022420096 0.6933926853 0.2373816485 0.6940711171 0.3353676879 0.6680888435 0.8285717748 0.5500686644 0.2586501269 0.5206412247 0.6017321488 0.7234083373 0.5442769361 0.5508535886
7.905 1.080060776 0.8816837343 0.9571836195 0.8352323956 1.052784387 0.8147025311 1.048548528 0.7676860129 0.2628102033 0.7514937346 0.3703889462 0.7297063626 0.8610179695 0.6143688438 0.2880238049 0.5820459595 0.6340018707 0.7826832612 0.5906830966 0.6138668412
8.008333333 1.160105211 0.9304642102 1.037238668 0.8937447609 1.078104188 0.8847512772 1.070471646 0.8430626103 0.2903057839 0.8116996247 0.4113203824 0.7990322942 0.891851569 0.680567413 0.3236390383 0.6521700178 0.6699886747 0.8440455185 0.6431472641 0.6798789449
8.111666667 1.231765707 0.982578995 1.116822257 0.9570291311 1.099422699 0.9550673697 1.090270522 0.9168200097 0.3218689844 0.8762636064 0.4540471378 0.8698190443 0.9209445273 0.7492364546 0.3647972263 0.7289923934 0.7078013125 0.9064336791 0.6998874023 0.7525158839
8.215 1.300880385 1.031496905 1.192869268 1.022600468 1.116052081 1.021917592 1.106162636 0.9915405991 0.3580855126 0.9446960124 0.5023732402 0.9483448966 0.9503665284 0.8191292277 0.4119156378 0.8122094199 0.748743882 0.9704659789 0.7618673168 0.8297921372
8.318333333 1.365790159 1.080454469 1.262891102 1.088595069 1.129860992 1.086355024 1.118539758 1.067062308 0.397816972 1.014413947 0.553777348 1.030196476 0.9731968401 0.8873786506 0.465889178 0.9041068707 0.7906405545 1.034111143 0.8319744946 0.908586698
8.421666667 1.418627993 1.129965814 1.332344148 1.155019576 1.138705699 1.146675004 1.129587812 1.138971969 0.4412682365 1.084444138 0.6066032455 1.113317967 0.9989775098 0.9576836842 0.5238981988 1.002288193 0.8329494077 1.0969909 0.9047787108 0.9945616407
8.525 1.465209407 1.174138261 1.393671683 1.219607976 1.140218899 1.201109676 1.137714639 1.207567475 0.4867725318 1.154005415 0.6608704327 1.198228596 1.025768025 1.028661244 0.5872553705 1.105348483 0.8765662826 1.157310242 0.9791746318 1.081574805
8.628333333 1.50396143 1.218138422 1.450087432 1.283466692 1.139443205 1.25031729 1.142927875 1.273490554 0.5358605506 1.222042242 0.7174198805 1.280922952 1.0509548 1.100614492 0.6555349541 1.20799656 0.9187337536 1.215567547 1.057078282 1.171775496
8.731666667 1.53431587 1.259336518 1.501645297 1.345900702 1.136039837 1.297093202 1.147226238 1.34110553 0.5896576191 1.282310577 0.7732472832 1.359635552 1.074211122 1.174235669 0.7268172399 1.31528708 0.9598249642 1.270377758 1.136276224 1.25739661
8.835 1.553400617 1.291271317 1.547365311 1.402104832 1.126790224 1.339570343 1.147872952 1.404181857 0.6472698125 1.342496865 0.827145824 1.433269275 1.096013614 1.24207473 0.8015712798 1.416679121 0.9974707511 1.32175213 1.210914738 1.339862687
8.938333333 1.564590938 1.32175436 1.587146952 1.452267594 1.121020781 1.373960703 1.148155732 1.461775634 0.7093160146 1.397621062 0.8795742014 1.500229369 1.122089957 1.315549791 0.8778859558 1.516609024 1.033928588 1.365182462 1.285279408 1.420812507
9.041666667 1.572006585 1.346798927 1.618285511 1.498895158 1.108333846 1.403801768 1.147967731 1.513973757 0.7744408214 1.441145494 0.9282290635 1.557578956 1.146215017 1.387249791 0.9525431365 1.606706529 1.066688208 1.402385678 1.354938041 1.493873068
9.145 1.568692422 1.36692862 1.643367363 1.538826498 1.098734253 1.431464923 1.149543521 1.563107758 0.8399502833 1.478686546 0.9743713587 1.606176749 1.171004412 1.45233428 1.023914495 1.69032154 1.097579081 1.431951879 1.417882579 1.56225574
9.248333333 1.560979803 1.382615553 1.663717882 1.571449868 1.088791741 1.454570621 1.150618644 1.60696961 0.8996324559 1.512186775 1.014601274 1.645022126 1.196313193 1.517835103 1.093611108 1.758240307 1.126436598 1.458488396 1.471053798 1.618788803
9.351666667 1.544905144 1.39460089 1.67375035 1.596182025 1.082316821 1.474161991 1.155304498 1.645785049 0.9509008775 1.535428435 1.050618263 1.673953734 1.223487871 1.578528533 1.157590164 1.8145799 1.152182785 1.475413185 1.518912047 1.66838349
9.455 1.527092275 1.397745928 1.677062267 1.610134455 1.078708429 1.49040135 1.159366928 1.675457704 0.9948794439 1.551040565 1.080437857 1.691896345 1.248001907 1.634983973 1.214297278 1.858867393 1.172754755 1.487765896 1.557521727 1.706084571
9.558333333 1.507086701 1.399104599 1.672619696 1.616007698 1.076726734 1.501512857 1.163900313 1.700088695 1.028219084 1.559373091 1.103068035 1.699415402 1.274525152 1.683726418 1.26104274 1.88787425 1.191711287 1.493381688 1.584592979 1.733121022
9.661666667 1.479949815 1.397846135 1.661138805 1.617314545 1.076591456 1.51248469 1.171088638 1.713301012 1.050748267 1.560583749 1.121536933 1.697085863 1.297850106 1.722207512 1.3015776 1.902384345 1.208933976 1.494497883 1.605501014 1.752038633
9.765 1.45426065 1.390183646 1.646512058 1.611796974 1.078105027 1.520902639 1.180270914 1.726527489 1.067631884 1.558022567 1.136033685 1.688871273 1.320721524 1.75463983 1.333889225 1.906405298 1.223030016 1.491586561 1.617580966 1.765142431
9.868333333 1.423850937 1.381557594 1.622020448 1.5986946 1.082325922 1.525654266 1.189041438 1.729564419 1.075563214 1.548115889 1.149044985 1.673061906 1.345405951 1.779763499 1.357526937 1.899486668 1.232447828 1.480918909 1.621777126 1.765339704
9.971666667 1.3919695 1.369768148 1.594932579 1.579798648 1.087917711 1.527710715 1.197595136 1.724648531 1.079519053 1.536944054 1.159073132 1.652546099 1.365249838 1.795978551 1.377819604 1.879817216 1.241385967 1.466328577 1.617751136 1.758432913
10.075 1.361720372 1.357958923 1.566651709 1.555937941 1.09326354 1.525622306 1.209170711 1.713792814 1.081181668 1.519874799 1.167135151 1.627280749 1.384510087 1.803112383 1.390264287 1.851663319 1.250598898 1.452482091 1.607798151 1.745053439
10.17833333 1.333348684 1.342335612 1.534310811 1.528012902 1.100820484 1.52438212 1.218554373 1.698669634 1.085214548 1.499887417 1.170702329 1.596967443 1.401030278 1.802389328 1.398497001 1.81811616 1.254141658 1.436293124 1.592450746 1.723836035
10.28166667 1.303990843 1.327634936 1.498651986 1.499866517 1.110039885 1.51526587 1.230181463 1.67697614 1.088126411 1.478793329 1.175554467 1.564544126 1.414750294 1.791030728 1.403934 1.776789289 1.259572952 1.418469447 1.573599256 1.699084343
10.385 1.275445239 1.311018408 1.46156081 1.469246308 1.121300714 1.50843629 1.241759902 1.651444557 1.090930082 1.456471209 1.181297724 1.529887266 1.427882698 1.773738966 1.406705222 1.729695721 1.263596132 1.400904335 1.548604629 1.667785785
10.48833333 1.245188793 1.295668728 1.424573474 1.438750909 1.132147321 1.497617641 1.251013674 1.619875477 1.097691094 1.432127129 1.18688624 1.494370955 1.435991336 1.749121693 1.405953054 1.681600794 1.269320513 1.380964486 1.52325827 1.633147081
10.59166667 1.21845998 1.279822614 1.387526844 1.404673578 1.14505551 1.480612915 1.258367115 1.587997049 1.104477573 1.407740935 1.193251859 1.457637133 1.43724872 1.720328345 1.406399079 1.630026326 1.272986705 1.361062681 1.493998181 1.595506531
10.695 1.194646657 1.26313222 1.347450134 1.371948394 1.15760432 1.462195107 1.263931583 1.54895454 1.112954935 1.381021221 1.201813389 1.419776791 1.437286375 1.68608011 1.403834363 1.57533068 1.275377548 1.340945957 1.466012055 1.557122917
10.79833333 1.168820882 1.247506999 1.311807263 1.335180067 1.170807389 1.443885098 1.267349 1.508342937 1.121464703 1.355671181 1.211113865 1.383510646 1.433247173 1.644461352 1.401347695 1.520658817 1.278743921 1.320755005 1.433467274 1.517663405
10.90166667 1.144321158 1.230453832 1.277302364 1.302427189 1.182263089 1.422437248 1.268941397 1.468364063 1.134320363 1.330380475 1.222370264 1.345965438 1.425057115 1.605113513 1.395070018 1.46532125 1.279450874 1.301643448 1.401064623 1.473937062
11.005 1.124880657 1.214006006 1.242199941 1.269329428 1.194697672 1.402417407 1.267971545 1.425705166 1.146308931 1.303885197 1.2341349 1.311156654 1.412758119 1.559038952 1.388856363 1.409752895 1.279671918 1.285339502 1.367274577 1.429250249
11.10833333 1.105736063 1.199449555 1.205354677 1.239490232 1.204693182 1.378106862 1.262532279 1.382679585 1.161699771 1.27679044 1.248275862 1.275671817 1.398472372 1.512354317 1.38047949 1.355698686 1.279066074 1.266177431 1.33268714 1.385273203
11.21166667 1.086092843 1.18136708 1.172252744 1.205615025 1.214598394 1.351572269 1.254675787 1.337743227 1.176922744 1.250517011 1.259973809 1.239878562 1.379250124 1.463220264 1.367501105 1.301580516 1.278697066 1.246408097 1.295677753 1.34158069
11.315 1.069570543 1.166929854 1.139360404 1.17342364 1.221093194 1.32496802 1.242346439 1.29334965 1.19265775 1.2242628 1.270372565 1.203896103 1.358006443 1.415733749 1.354681876 1.249847142 1.274949682 1.230160568 1.259054465 1.294707422
11.41833333 1.051718515 1.152174245 1.107254804 1.142158497 1.224892158 1.296618838 1.228649246 1.246906116 1.208893816 1.19857165 1.277995462 1.168485139 1.334099378 1.367265846 1.336049067 1.196827532 1.270567138 1.210497032 1.222763206 1.24999302
